time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
12070.000,0.02191250,0.07304254,9.85124045,-0.00125515,-0.00176685,0.00198306
12080.000,0.06735342,-0.03592339,9.80847539,-0.00012774,0.00404422,-0.00002897
12090.000,-0.03828238,0.01197150,9.82312255,-0.00185216,0.00245388,0.00113952
12100.000,0.04799190,0.06567459,9.84109886,0.00145375,0.00238120,-0.00142817
12110.000,-0.04300849,-0.06760864,9.83265100,-0.00025451,-0.00034290,-0.00270457
12120.000,0.07502606,-0.00123959,9.73028032,-0.00052718,0.00267276,0.00035110
12130.000,0.10423780,0.02447023,9.81520708,-0.00269212,-0.00311168,0.00320549
12140.000,-0.05839856,0.00081081,9.84099421,-0.00018064,-0.00129482,-0.00067254
12150.000,0.02515104,-0.03399436,9.80379674,-0.00295462,0.00284619,-0.00091115
12160.000,-0.03080034,0.08320808,9.85139370,0.00273480,0.00010330,0.00273353
12170.000,-0.02621674,-0.05842348,9.82054075,0.00051339,0.00170647,0.00131216
12180.000,-0.02464087,-0.02091533,9.74988929,0.00124658,0.00069587,-0.00059222
12190.000,-0.05057044,0.00813351,9.79330608,0.00383087,-0.00181387,-0.00011838
12200.000,0.12482572,0.02971267,9.74906524,0.00002977,0.00080488,-0.00098643
12210.000,-0.07678181,0.01990857,9.78680665,0.00062949,-0.00033769,-0.00329187
12220.000,0.06657375,0.01409319,9.70752398,0.00001910,-0.00220113,-0.00359722
12230.000,-0.05097121,-0.03376410,9.82875185,0.00027375,0.00097577,0.00092446
12240.000,-0.05263762,0.00764088,9.73984251,0.00113434,-0.00386518,-0.00285145
12250.000,0.00030927,0.01850130,9.87972552,0.00394704,-0.00209442,0.00109179
12260.000,0.01227877,-0.04083675,9.88130025,-0.00137388,0.00015935,-0.00139688
12270.000,-0.00915890,0.03867834,9.77600521,0.00112308,0.00027355,-0.00102742
12280.000,0.00453891,-0.04006340,9.82276300,-0.00210034,0.00053555,-0.00255675
12290.000,0.04019140,-0.02473996,9.77909960,0.00085496,0.00525297,0.00256855
12300.000,0.01784091,-0.04125080,9.73075282,0.00143670,-0.00017121,-0.00400977
12310.000,0.01765982,-0.00538486,9.80020703,-0.00264457,0.00256559,-0.00171225
12320.000,0.02605352,0.03303752,9.79859991,-0.00139850,-0.00033130,-0.00225729
12330.000,-0.05613347,-0.03192934,9.83589820,-0.00245354,-0.00010095,-0.00191673
12340.000,0.00682013,-0.02748797,9.76743068,-0.00148204,-0.00156238,0.00091058
12350.000,0.03089114,-0.01108262,9.84428584,-0.00046425,-0.00035714,0.00105929
12360.000,0.04396679,-0.01564199,9.85413237,-0.00028408,-0.00055651,0.00080583
12370.000,0.00692049,0.01338791,9.69721255,0.00133640,-0.00029415,0.00002569
12380.000,-0.04854606,-0.04583472,9.79071726,-0.00156358,-0.00172137,0.00140230
12390.000,0.00571755,0.00776252,9.82093735,0.00088988,0.00091060,0.00042526
12400.000,-0.03424723,0.03456815,9.89711442,0.00009241,0.00139282,0.00173331
12410.000,-0.01766624,-0.03318341,9.77238341,0.00182246,-0.00020156,0.00263662
12420.000,0.00427339,-0.02628816,9.72013358,0.00045692,0.00126475,0.00042635
12430.000,-0.07283759,0.05100951,9.87073970,0.00049401,-0.00147150,0.00126442
12440.000,0.07999448,0.01131522,9.75710472,0.00569059,-0.00074959,0.00000326
12450.000,-0.02190081,-0.07456938,9.73015540,-0.00089241,-0.00097604,0.00294972
12460.000,0.01276314,0.02695058,9.90456868,-0.00134594,-0.00094816,-0.00331462
12470.000,-0.00415468,-0.06789174,9.80055398,-0.00151522,-0.00341680,0.00112353
12480.000,-0.01412296,-0.02456158,9.82383748,0.00559939,-0.00073336,-0.00347405
12490.000,-0.06072363,0.00653607,9.83922816,0.00180000,-0.00145385,0.00245772
12500.000,0.07098689,0.01551879,9.85880602,-0.00056406,-0.00126363,-0.00049734
12510.000,-0.02219480,-0.01521451,9.87404235,0.00151555,-0.00045484,-0.00113531
12520.000,-0.06857922,-0.02015702,9.86307232,-0.00039766,-0.00254371,0.00065176
12530.000,-0.01055559,-0.01428010,9.79338339,-0.00357345,-0.00088824,0.00137602
12540.000,0.00585759,0.05430419,9.85286158,0.00060610,0.00118064,-0.00027328
12550.000,0.00057286,0.05461943,9.82373965,0.00233949,0.00184940,0.00074866
12560.000,0.04295601,-0.05141847,9.89357764,0.00185509,0.00150085,-0.00102299
12570.000,0.01101065,-0.13741547,9.88962636,-0.00268780,0.00084072,0.00094768
12580.000,0.00025275,-0.01977470,9.77636585,0.00218094,-0.00187264,-0.00195779
12590.000,0.02197509,-0.04441945,9.77780468,0.00091980,-0.00014233,-0.00391689
12600.000,-0.02764391,-0.01461235,9.78088959,0.00075022,-0.00370485,-0.00203631
12610.000,0.04264071,0.01355312,9.82630184,0.00270336,0.00364976,-0.00257754
12620.000,0.03053011,-0.00465471,9.75563453,-0.00065878,0.00008525,0.00341580
12630.000,0.09025862,0.04637673,9.88729135,-0.00098574,-0.00095377,0.00295037
12640.000,0.05172692,-0.02301857,9.68925110,-0.00074958,0.00144440,-0.00310179
12650.000,-0.06145482,0.03182610,9.80156260,-0.00034247,-0.00331919,-0.00225879
12660.000,-0.02099249,-0.12477768,9.80599364,0.00167840,-0.00009981,-0.00078656
12670.000,-0.05408893,-0.03621913,9.84915520,-0.00149750,-0.00044131,0.00045346
12680.000,-0.05145710,-0.04668447,9.81592902,0.00196583,-0.00525029,-0.00181271
12690.000,0.04361810,-0.02013529,9.88001077,0.00031819,-0.00019773,0.00065715
12700.000,-0.06393346,-0.07270278,9.72968570,0.00053508,-0.00060974,-0.00120373
12710.000,-0.08260919,0.01682745,9.75776053,-0.00049100,0.00229748,-0.00161445
12720.000,-0.07050962,0.01898983,9.84784746,-0.00012561,0.00036668,0.00296985
12730.000,0.05254292,0.04376422,9.76074483,-0.00060062,0.00191761,0.00231270
12740.000,0.01380455,0.02484358,9.78290584,-0.00012751,-0.00042144,-0.00080978
12750.000,0.00823761,-0.06258091,9.77526999,-0.00051165,0.00170848,0.00030994
12760.000,0.01858937,0.07537713,9.86422198,0.00047058,-0.00225045,-0.00208747
12770.000,0.03304292,0.00398500,9.80288847,0.00428689,-0.00035565,-0.00170244
12780.000,-0.07238000,-0.04177533,9.76650726,0.00286220,0.00056362,0.00100301
12790.000,0.02873797,0.04724739,9.84347867,-0.00027609,-0.00063735,-0.00049287
12800.000,0.05913332,0.00361288,9.75750349,-0.00276548,-0.00017585,0.00043796
12810.000,-0.00249664,-0.03624185,9.83954300,0.00370093,0.00017200,-0.00482286
12820.000,-0.01795437,-0.00492658,9.84133111,-0.00018797,0.00547901,0.00157783
12830.000,-0.03705471,0.04819883,9.73927018,-0.00162178,0.00118221,-0.00163932
12840.000,0.01532755,-0.00454495,9.84801709,-0.00270762,-0.00069674,0.00002736
12850.000,-0.06871870,-0.07653956,9.84415222,-0.00374431,-0.00229832,-0.00013541
12860.000,-0.01954611,-0.00454011,9.77366254,-0.00081635,0.00078962,-0.00258581
12870.000,0.04564052,0.01496081,9.81868320,0.00142823,-0.00236752,0.00312860
12880.000,-0.05848102,0.02507528,9.75703935,-0.00343152,-0.00218511,0.00067748
12890.000,-0.03292765,-0.06826738,9.79882293,0.00332847,0.00063009,0.00096807
12900.000,0.05322366,0.01133475,9.78455895,0.00003507,-0.00205280,-0.00113831
12910.000,0.00545732,0.00518070,9.80995343,-0.00242382,-0.00255742,0.00064508
12920.000,0.00886672,-0.05199972,9.81197692,-0.00224636,0.00063911,-0.00276244
12930.000,-0.08776242,0.02878118,9.75151254,0.00059277,-0.00097737,0.00265405
12940.000,0.05887989,-0.12226181,9.89037125,0.00064744,0.00247157,-0.00167085
12950.000,-0.08196103,-0.05999673,9.82160285,0.00011229,-0.00196217,-0.00098715
12960.000,0.03093575,-0.01416927,9.85128030,-0.00052421,-0.00145172,-0.00259132
12970.000,-0.03982771,-0.01998460,9.79154610,-0.00282703,-0.00467950,-0.00227338
12980.000,-0.02691979,-0.09670893,9.80541665,0.00125499,-0.00319700,-0.00289731
12990.000,-0.00575036,0.05390914,9.74235278,0.00358180,-0.00127299,0.00048066
13000.000,-0.03197037,0.06017456,9.82131444,0.00128463,0.00132505,-0.00320643
13010.000,0.02746898,0.02267168,9.82954358,-0.00046212,-0.00323645,0.00473046
13020.000,0.09105250,0.00457703,9.75608284,-0.00318975,-0.00209568,-0.00224374
13030.000,0.03193987,-0.02832758,9.80115315,-0.00299332,0.00270519,0.00468199
13040.000,0.01850905,-0.04106772,9.78113526,-0.00095150,-0.00264085,-0.00463712
13050.000,0.02379243,-0.02743225,9.85531927,-0.00048822,-0.00063273,-0.00146622
13060.000,-0.04930788,-0.04947622,9.90195279,0.00044275,0.00079035,0.00048218
13070.000,-0.07651132,-0.00133583,9.89922419,-0.00063225,-0.00220324,0.00116732
13080.000,-0.00142957,0.06733853,9.83927374,0.00002503,0.00177672,0.00141544
13090.000,-0.00036009,-0.00653226,9.70068413,-0.00284352,-0.00286844,-0.00167614
13100.000,-0.01595558,0.01161093,9.81823315,-0.00211253,0.00151050,0.00053720
13110.000,0.12329294,0.01404790,9.83815727,0.00219837,0.00079297,0.00025153
13120.000,0.05824816,0.02702507,9.80234755,0.00239946,0.00093945,-0.00002992
13130.000,-0.00405937,-0.01753272,9.82886055,0.00296091,0.00023036,-0.00077515
13140.000,-0.00851604,0.03124682,9.75619563,-0.00167565,0.00140605,0.00230729
13150.000,0.00734242,0.07760337,9.79541883,-0.00010117,0.00261583,-0.00410719
13160.000,0.09215008,0.00818357,9.80382459,-0.00011091,-0.00008019,-0.00162149
13170.000,0.00583093,-0.01557116,9.70762220,0.00476772,-0.00013239,-0.00098331
13180.000,0.04400874,0.10963566,9.83067146,0.00005192,-0.00400563,-0.00168792
13190.000,0.02706605,-0.00912963,9.86453945,0.00196648,-0.00125789,-0.00182628
13200.000,-0.00196358,0.01336100,9.72838918,0.00261905,0.00268051,0.00086512
13210.000,-0.02646709,0.01836766,9.85201059,-0.00091023,-0.00047894,-0.00177750
13220.000,0.04674699,-0.07895905,9.73276101,-0.00198955,-0.00208883,-0.00140564
13230.000,0.02920686,-0.03734042,9.85137963,-0.00206944,-0.00312741,0.00026894
13240.000,-0.08150841,-0.00492050,9.80493816,0.00046919,0.00340159,-0.00150688
13250.000,0.02402335,-0.05155800,9.70831180,0.00059220,0.00062543,-0.00067820
13260.000,0.00856364,0.02632151,9.85702275,0.00148867,0.00155046,0.00048397
13270.000,-0.01792758,0.03878408,9.83093869,-0.00051128,-0.00071506,-0.00290669
13280.000,0.06612025,-0.00276940,9.72015503,-0.00161184,-0.00124402,-0.00241945
13290.000,-0.00338298,0.00442254,9.83255971,0.00087985,0.00239326,-0.00198795
13300.000,-0.07663412,-0.01560224,9.85005518,0.00056688,-0.00206822,-0.00078199
13310.000,-0.00520427,-0.01528672,9.90196632,-0.00138066,0.00120379,-0.00153004
13320.000,-0.05350021,0.06165774,9.85771249,0.00202332,-0.00049144,-0.00147199
13330.000,-0.01125832,-0.00164453,9.80482706,-0.00250661,0.00050641,0.00161734
13340.000,0.00909739,-0.02972707,9.78524259,0.00054664,0.00447766,0.00268616
13350.000,-0.01776123,-0.01616489,9.79111219,-0.00061506,-0.00063605,0.00076567
13360.000,-0.11204124,0.00488245,9.78027661,-0.00167604,0.00233258,0.00054916
13370.000,-0.09334055,-0.01750255,9.78760213,0.00051292,0.00137391,0.00327131
13380.000,0.06376223,-0.02696150,9.84003951,0.00034191,-0.00022608,0.00284279
13390.000,0.06914060,-0.03140344,9.80427514,0.00193510,-0.00064196,-0.00016458
13400.000,0.08643459,0.01144881,9.82533749,0.00039076,0.00072363,-0.00288846
13410.000,-0.02036270,0.03435254,9.80466787,-0.00308497,-0.00177478,-0.00210504
13420.000,-0.09160515,-0.01776163,9.74749106,-0.00128765,0.00126942,-0.00051372
13430.000,0.00561205,-0.04584195,9.83055642,0.00039279,-0.00244861,-0.00109945
13440.000,0.00223817,-0.06240045,9.78202309,0.00117452,0.00118990,-0.00162561
13450.000,0.03102814,0.05739965,9.76152894,0.00032332,0.00439770,-0.00021195
13460.000,-0.05487202,0.09754925,9.80616160,-0.00138637,-0.00034752,0.00000731
13470.000,0.00457345,-0.03696955,9.81741101,-0.00030234,-0.00006271,-0.00306423
13480.000,0.08575478,0.01271826,9.85989816,-0.00192526,-0.00029867,-0.00050816
13490.000,0.00144919,-0.05129016,9.77248817,-0.00113238,-0.00035403,-0.00005589
13500.000,-0.05589011,0.01088933,9.86784444,0.00177883,-0.00019842,0.00062001
13510.000,0.00805055,-0.01538909,9.76716801,-0.00108320,0.00114419,0.00057297
13520.000,0.01777229,-0.06190660,9.74994495,0.00173163,0.00142692,0.00099870
13530.000,0.04500816,-0.01388675,9.79177729,-0.00019683,0.00048988,0.00194797
13540.000,-0.00845330,0.03629355,9.81492513,-0.00130415,-0.00125682,0.00018353
13550.000,-0.03715407,-0.03535461,9.79689446,0.00083056,-0.00164821,-0.00032913
13560.000,0.01511099,-0.00177550,9.80042549,-0.00018800,-0.00443056,-0.00061907
13570.000,0.00231418,-0.00181122,9.76763085,-0.00031464,-0.00032059,0.00265167
13580.000,0.05535255,-0.02411557,9.81311103,-0.00243160,-0.00164925,-0.00540482
13590.000,-0.10301676,-0.01075871,9.75167054,-0.00096183,-0.00079129,-0.00120065
13600.000,-0.04895109,0.12110930,9.81912630,0.00221535,0.00172124,-0.00002525
13610.000,0.06130111,0.04276518,9.85581214,-0.00074123,0.00205238,-0.00022075
13620.000,-0.00995358,0.08032010,9.84898436,-0.00163654,-0.00343250,-0.00106413
13630.000,0.00206675,0.01316448,9.79981338,0.00150929,0.00455308,-0.00005854
13640.000,0.00261196,-0.00218004,9.82572668,-0.00153071,-0.00236993,0.00092189
13650.000,0.08699869,-0.06026071,9.86376774,-0.00352923,0.00110069,0.00145314
13660.000,-0.01841172,0.06348316,9.78997773,0.00087256,-0.00043932,0.00094734
13670.000,0.02063768,-0.00794221,9.72012039,0.00034188,-0.00155625,0.00351803
13680.000,0.08694884,-0.04713768,9.81084414,-0.00070336,0.00155150,-0.00502028
13690.000,-0.05262109,-0.06685008,9.79640301,0.00255294,0.00293753,-0.00012363
13700.000,-0.02967556,-0.05844075,9.80487837,0.00111754,0.00111703,-0.00146912
13710.000,-0.07409534,0.00627369,9.80028366,0.00109424,-0.00161726,-0.00140131
13720.000,-0.12402030,-0.02615550,9.83007050,0.00225389,0.00194932,-0.00159680
13730.000,-0.05317729,0.02558961,9.82828396,-0.00146715,-0.00129119,0.00128099
13740.000,-0.05088607,-0.00061412,9.84789955,-0.00199997,0.00071343,0.00130916
13750.000,-0.04382111,-0.01029053,9.86416196,-0.00017649,0.00202013,-0.00079340
13760.000,-0.04288160,0.02295791,9.75269044,-0.00042771,-0.00195449,0.00184934
13770.000,-0.00804810,0.02233634,9.68642366,-0.00153304,0.00069954,-0.00032789
13780.000,-0.02671615,0.02146660,9.81794221,-0.00210557,-0.00121821,0.00258026
13790.000,-0.02611892,-0.05522910,9.83807324,0.00040332,-0.00201830,0.00042493
13800.000,-0.01612034,0.02726736,9.82566116,-0.00029223,0.00690809,0.00038429
13810.000,-0.02237091,0.05362809,9.77693612,-0.00076125,0.00284006,-0.00386826
13820.000,0.05952270,0.06606463,9.85915573,0.00018864,0.00398886,-0.00041881
13830.000,-0.00902806,0.12735396,9.81424222,-0.00346660,-0.00079184,0.00272240
13840.000,0.01205282,-0.00110307,9.75016168,0.00075214,-0.00167771,-0.00155735
13850.000,0.06475366,-0.02862017,9.85263055,-0.00111940,0.00072240,0.00248930
13860.000,0.05797766,0.03016607,9.77205154,0.00210485,0.00091202,-0.00285060
13870.000,-0.01705391,-0.13385381,9.80082662,-0.00265587,0.00106650,-0.00287847
13880.000,0.04013551,-0.01187525,9.77714599,-0.00045113,0.00060830,-0.00246293
13890.000,-0.01488735,0.06076830,9.80393172,-0.00204852,-0.00018824,0.00081934
13900.000,0.09289581,-0.02853668,9.81751159,0.00212304,0.00121411,-0.00004086
13910.000,-0.02167010,0.10372432,9.81563527,-0.00149239,-0.00214181,-0.00121014
13920.000,0.10640381,-0.02100638,9.88302896,0.00081987,0.00067325,-0.00438840
13930.000,0.00590017,0.04183278,9.74566445,-0.00157135,0.00240902,-0.00003038
13940.000,0.01742070,-0.05345602,9.81950482,-0.00283402,0.00471164,-0.00024690
13950.000,-0.07591950,-0.00470415,9.86143060,0.00076867,0.00079905,-0.00092441
13960.000,0.02737769,-0.06169750,9.71173068,-0.00145515,0.00424335,0.00181699
13970.000,0.02484723,0.07905994,9.75845270,0.00164387,0.00115258,-0.00219626
13980.000,0.10487020,-0.00032466,9.70871532,0.00255506,-0.00168627,0.00037675
13990.000,-0.07804402,0.03849746,9.81312840,-0.00327878,-0.00408172,0.00044657
14000.000,0.07411105,-0.05990624,9.81257474,-0.00161820,-0.00397834,0.00089101
14010.000,0.00033805,-0.00715073,9.78751964,0.00424016,0.00277912,-0.00070504
14020.000,-0.01813497,0.00873229,9.82177905,0.00001769,0.00177541,0.00205366
14030.000,0.01262864,0.06029938,9.74658607,-0.00068707,0.00006836,0.00041044
14040.000,-0.09058418,0.05084825,9.75947375,0.00110775,-0.00026615,-0.00043114
14050.000,-0.01897379,-0.03060498,9.77497438,0.00275966,0.00241904,0.00076366
14060.000,-0.07291320,-0.02847638,9.83911656,0.00343822,-0.00077289,0.00305460
14070.000,-0.00019657,0.02522536,9.78184590,0.00108503,0.00654205,-0.00257649
14080.000,0.04514230,-0.02541809,9.70122213,-0.00137869,0.00083760,0.00060276
14090.000,0.01583119,0.03836924,9.77868805,0.00390028,-0.00133675,0.00161795
14100.000,0.05996031,-0.04253461,9.84018634,0.00232493,0.00140930,-0.00211405
14110.000,0.08723880,0.00183655,9.79532585,0.00281552,0.00245865,0.00100694
14120.000,-0.00528358,0.08141477,9.82678913,0.00040870,0.00045222,-0.00034988
14130.000,0.10721013,0.01396257,9.77396017,0.00128157,0.00006227,-0.00188963
14140.000,-0.02917535,0.00308036,9.70458387,-0.00209718,-0.00150407,0.00025152
14150.000,-0.02374949,-0.02263989,9.81863949,-0.00005391,0.00043069,0.00080871
14160.000,0.09709091,0.00274082,9.71051705,-0.00125464,0.00293132,-0.00072850
14170.000,-0.04569538,0.01311439,9.81129974,-0.00086685,0.00096477,-0.00386626
14180.000,0.08122278,0.04800386,9.85315577,-0.00158107,0.00196215,-0.00366824
14190.000,-0.01085665,0.05495605,9.76185384,0.00223515,0.00302227,-0.00093247
14200.000,0.04841472,-0.01412095,9.73425033,0.00058363,0.00223817,-0.00112730
14210.000,0.02966184,0.06987718,9.78631991,0.00173555,-0.00134230,-0.00114908
14220.000,0.07813809,-0.08279705,9.74681034,-0.00159867,0.00068529,0.00212191
14230.000,-0.00733630,-0.01853819,9.77329333,-0.00036823,-0.00254250,-0.00235959
14240.000,0.00668389,-0.02642952,9.78870127,0.00078920,0.00368823,0.00059312
14250.000,0.01392125,-0.03337684,9.80134909,-0.00077379,0.00153237,-0.00067347
14260.000,-0.03227695,-0.06028102,9.84483511,-0.00075657,-0.00191692,0.00262228
14270.000,0.08538972,0.05322860,9.82323580,-0.00507842,0.00159572,-0.00112225
14280.000,-0.03207642,-0.01434594,9.85950106,-0.00082068,0.00338463,-0.00162317
14290.000,-0.11407434,-0.01816301,9.84335580,-0.00136014,-0.00026079,0.00063265
14300.000,-0.05691402,0.02116941,9.82549946,-0.00088371,-0.00314772,-0.00192658
14310.000,-0.07271662,0.00434891,9.77577774,0.00256267,0.00014955,0.00070686
14320.000,0.02080493,0.03348943,9.82659695,-0.00052284,-0.00131900,0.00315969
14330.000,0.00362962,0.01444356,9.74784675,-0.00037638,-0.00088674,0.00199670
14340.000,-0.00153759,-0.03982416,9.85822694,-0.00144472,-0.00118945,-0.00017522
14350.000,0.03416191,0.03402007,9.89232458,0.00000054,0.00051922,0.00398749
14360.000,-0.01649887,-0.02745037,9.78896986,0.00067250,-0.00475611,0.00045663
14370.000,-0.08011182,-0.07617916,9.83770515,0.00007576,0.00008690,0.00029580
14380.000,-0.06975701,-0.05374563,9.80156401,-0.00005736,-0.00010522,0.00102987
14390.000,-0.02061138,0.04428262,9.80967307,-0.00108416,-0.00189537,0.00585122
14400.000,-0.03992343,0.04858165,9.84308957,-0.00143171,0.00020029,-0.00318778
14410.000,-0.07054917,0.01261333,9.77089616,0.00023294,-0.00186645,-0.00108152
14420.000,-0.03707189,0.09347573,9.81286357,0.00209013,0.00094402,0.00094013
14430.000,-0.01087692,0.00424756,9.85036201,-0.00354241,0.00367379,-0.00258056
14440.000,-0.03508022,-0.02654250,9.83948357,0.00305712,0.00204309,0.00095775
14450.000,-0.07581946,0.04953859,9.72639101,-0.00170997,0.00030318,-0.00113886
14460.000,-0.01228834,-0.07994164,9.75383742,0.00005808,-0.00049974,-0.00427435
14470.000,0.06488334,0.05222289,9.86421611,0.00224357,-0.00016221,-0.00116683
14480.000,-0.07244941,-0.05255281,9.82364363,-0.00112065,0.00071692,-0.00198485
14490.000,0.03576587,-0.03997568,9.77770393,-0.00451035,0.00081426,0.00084077
14500.000,-0.05656738,0.08291226,9.78290221,-0.00039926,-0.00229581,-0.00001967
14510.000,0.00156462,0.00418223,9.86193102,-0.00292906,-0.00205446,-0.00169903
14520.000,-0.04762333,0.05841304,9.74271396,0.00168788,-0.00072522,-0.00109346
14530.000,0.05828601,-0.08576498,9.80142222,0.00390939,0.00070492,0.00048017
14540.000,0.08127186,0.03486281,9.82771211,-0.00073940,-0.00119274,-0.00457073
14550.000,-0.05242076,-0.03674006,9.87386979,0.00193748,0.00089662,-0.00055634
14560.000,0.02361697,0.04451246,9.81033969,-0.00027445,0.00147229,-0.00330751
14570.000,-0.01408657,0.03833308,9.81961765,-0.00117976,-0.00227261,0.00334484
14580.000,-0.00849800,-0.07070035,9.85434541,0.00175131,-0.00440539,-0.00322578
14590.000,0.02200132,-0.03031310,9.86561264,-0.00026469,-0.00094488,-0.00284711
14600.000,0.01219062,0.01316994,9.85084478,0.00388952,0.00062508,0.00075121
14610.000,0.03343533,0.01468372,9.79722075,-0.00138403,0.00144455,-0.00095937
14620.000,0.09918321,-0.03669004,9.84394859,-0.00056669,0.00122200,-0.00345657
14630.000,-0.00419296,0.02273568,9.86832117,0.00319406,0.00036478,0.00236324
14640.000,-0.01557892,0.03009182,9.81992786,-0.00215084,-0.00184633,-0.00252252
14650.000,-0.03206507,0.06290495,9.84220939,0.00050060,0.00013197,-0.00112762
14660.000,-0.02172750,0.05517969,9.76507902,-0.00202814,-0.00253319,-0.00029583
14670.000,-0.00144671,-0.02146119,9.84421560,-0.00093117,-0.00137121,0.00289525
14680.000,-0.02398417,0.03792416,9.83637301,-0.00016465,0.00254009,-0.00126549
14690.000,-0.01876246,0.09148588,9.76938827,0.00048955,-0.00011095,-0.00359430
14700.000,-0.07045070,0.04280496,9.69917960,0.00285668,-0.00027031,0.00129372
14710.000,0.07459084,0.00508769,9.73530075,-0.00150406,-0.00032969,-0.00193288
14720.000,-0.04742323,-0.08170443,9.82579415,0.00247200,0.00062282,0.00053488
14730.000,-0.06634571,0.02510445,9.79140879,0.00271637,0.00231268,0.00133140
14740.000,-0.02376821,0.02546730,9.83782557,-0.00284345,-0.00139136,-0.00220711
14750.000,0.05729014,-0.03168892,9.80515953,0.00145507,0.00034130,-0.00298041
14760.000,-0.03176636,0.00814937,9.76773552,-0.00037749,-0.00298822,-0.00030574
14770.000,-0.02120484,-0.02095003,9.82131805,-0.00331075,0.00105765,0.00055645
14780.000,0.00014775,0.02531508,9.80130017,0.00381590,0.00169575,-0.00104535
14790.000,-0.02898763,0.00956414,9.76079080,0.00163614,-0.00279533,-0.00212451
14800.000,0.02845789,-0.01427326,9.81687597,0.00066629,-0.00431650,-0.00027393
14810.000,0.01100120,0.08007727,9.82572919,-0.00204053,0.00020261,-0.00235512
14820.000,0.00366095,-0.03461854,9.84676926,0.00084850,0.00003865,0.00260105
14830.000,-0.01351028,-0.07627401,9.79689559,0.00001347,-0.00153729,-0.00069349
14840.000,0.00957449,-0.04092528,9.80074098,-0.00268847,0.00081227,0.00097995
14850.000,-0.00357414,-0.00279539,9.86838209,0.00493839,-0.00124367,-0.00073537
14860.000,-0.06557789,0.10169012,9.80500823,-0.00115152,0.00042423,0.00056357
14870.000,0.02901056,0.00639181,9.72034882,-0.00010675,0.00217265,-0.00143379
14880.000,-0.05282888,-0.02621379,9.85633599,0.00197235,0.00107700,-0.00022392
14890.000,-0.06921606,-0.04278687,9.81489254,-0.00062987,0.00485334,-0.00183390
14900.000,0.02364282,0.02213604,9.75744974,0.00059587,-0.00150044,0.00337134
14910.000,-0.07989957,0.02695298,9.87830620,0.00177365,-0.00135670,0.00082527
14920.000,-0.01726508,-0.05723432,9.78515598,0.00051539,-0.00103325,0.00131639
14930.000,0.01970313,-0.01165716,9.87700968,0.00077861,0.00043140,-0.00028379
14940.000,0.04624854,0.00921690,9.70893386,0.00086211,0.00045878,-0.00008178
14950.000,-0.03461318,-0.02740112,9.76931920,-0.00128203,0.00338753,-0.00230082
14960.000,0.00954106,0.01057210,9.72294626,0.00085527,-0.00064048,0.00331911
14970.000,0.04022990,0.00080619,9.82453207,-0.00180697,-0.00147053,-0.00213963
14980.000,0.03724132,-0.03834849,9.86959528,0.00064693,-0.00274610,-0.00115705
14990.000,-0.00708968,0.07562736,9.76195338,-0.00430473,0.00048084,-0.00120043
15000.000,0.07191233,-0.04519920,9.93408906,-0.00297611,0.00217122,-0.00281533
15010.000,-0.04759169,0.05282934,9.78853029,0.00159389,-0.00140208,0.00300314
15020.000,0.03575112,-0.00202625,9.75208848,0.00149910,-0.00201610,-0.00203416
15030.000,-0.13984151,0.12537916,9.81030121,0.00121105,-0.00052476,-0.00053868
15040.000,-0.14717650,0.01513043,9.84112933,0.00254448,-0.00149738,-0.00001740
15050.000,-0.03575404,-0.03541773,9.80565791,0.00190926,0.00161823,-0.00051920
15060.000,0.06012971,0.00499801,9.87981127,-0.00057781,-0.00347763,-0.00231245
15070.000,0.05656096,-0.01143924,9.72812381,0.00063672,-0.00027576,-0.00005010
15080.000,-0.01133354,0.02632412,9.80964467,0.00207851,-0.00237465,-0.00067230
15090.000,0.03172124,0.04317100,9.83319293,0.00037742,-0.00140832,0.00266303
15100.000,-0.01376643,0.02599417,9.91842421,0.00181717,0.00058027,0.00338856
15110.000,-0.07449398,0.02436437,9.89825016,-0.00299779,-0.00001545,0.00053279
15120.000,-0.05872950,0.05005500,9.86338586,-0.00182911,0.00060143,-0.00241302
15130.000,-0.07384231,0.03561809,9.79308420,0.00138111,0.00211567,0.00034483
15140.000,-0.00302229,-0.01624774,9.87228445,-0.00370560,-0.00193359,0.00092961
15150.000,-0.00560605,-0.02316568,9.78433122,0.00004240,-0.00538801,0.00228588
15160.000,-0.01704950,-0.05397678,9.78304330,0.00027331,-0.00163815,0.00179016
15170.000,0.00588348,0.02021907,9.86685195,-0.00135508,-0.00137690,0.00051699
15180.000,0.01204894,-0.02372349,9.75609800,0.00356208,0.00324717,0.00051974
15190.000,0.01472434,-0.00586854,9.80243414,0.00092477,0.00158300,-0.00271361
15200.000,0.01312648,0.02596945,9.82013676,0.00128830,-0.00146815,0.00043735
15210.000,-0.00852591,-0.04006909,9.77601076,-0.00045494,0.00100242,0.00003664
15220.000,0.04241299,-0.02117931,9.73934786,-0.00614606,0.00035778,0.00108478
15230.000,0.05797873,-0.04711892,9.80841236,0.00089186,-0.00020517,0.00308485
15240.000,0.02455815,0.00016092,9.68274311,0.00062275,0.00087535,0.00188955
15250.000,0.01952440,0.06632316,9.84597661,0.00072519,-0.00179604,-0.00507606
15260.000,-0.10619970,0.10636222,9.74035742,-0.00095424,0.00152189,-0.00090553
